,Data
21,"Careers | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Careers Trail King is building success. There are jobs, and then there are careers. Join our team! Apply Today! Welcome to Trail King Industries! Our goal is to help you succeed in the career you have chosen. At Trail King, a variety of employment opportunities are available, and we need a wide range of personalities and skill sets to continue building success for our customers. We are looking forward to learning about what drives you. We foster a safe environment and treat each other with respect. Employees give so much to our customers, company and community. We invest in our employees so you can realize your full potential both personally and professionally. Your Community Trail King Industries proudly supports our communities - volunteering time, donating funds, and getting involved in various non-profit and city efforts. Your Team Trail King hosts several company events at all locations throughout the year, fostering a family atmosphere and an attitude of mutual respect! Your Life Trail King invests in employees, offering discounts for memberships to keep you healthy and happy! Possibilities include local golf courses, parks and rec and local fitness centers. West Plant Employees - Mitchell, SD East Plant Employees - Mitchell, SD West Fargo Plant Employees - West Fargo, ND Yankton Plant Employees - Yankton, SD District Sales Managers 0 Dedicated Employees 0 District Sales Managers 0 Dealers in North America 0 Trailers On The Road 401K Trail King matches 100% of the first 3% of employee contributions and 50% of the next 2%. Eligible 90 days after hire date. Healthcare Options Trail King offers competitive and affordable healthcare plans. Health Savings Plans are available with contributions from Trail King for Family plans. Vision and Dental plans are also available! Paid Time Off Employees are offered flexible paid time off from work that can be used for any activities of the employee's choice. PTO accrues weekly. Paid Holidays Paid Holidays include New Year’s Day, Good Friday, Memorial Day, Independence Day, Labor Day, Thanksgiving Day, the day after Thanksgiving, Christmas Day, and a Floating Holiday (determined each year). FSA Accounts Set aside before-tax dollars to be used for medical and dependent care expenses not covered by insurance. Eligible after 30 days of employment. Education Assistance After 6 months of employment, you will be eligible for tuition assistance for courses pertaining to your current position or advancement opportunities. Uniform Allowance We’ve got your feet and your back covered! Receive vouchers for steel-toe shoes. Uniforms are provided to you. We even take care of laundering and alterations. Disability Short and Long Term Disability Coverage is available. We understand that sometimes life throws a curveball, and we want you to be well. Referral Bonuses Earn $1500 per referral! Know someone who would be a good fit for Trail King? If they are hired, you will receive your bonus after the new hire’sf first full year of employment. Trail King Industries is an equal opportunity employer. Contact Us! Trail King Industries is an Equal Opportunity Employer of Minorities/Women/Individuals with Disabilities/Protected Veterans and does not unlawfully discriminate under federal, state, or local laws. All qualified applicants will receive consideration for employment without regard to race, color religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability or protected veteran status. We are committed to working with and providing reasonable accommodations to individuals with physical and mental disabilities. If you need special assistance or accommodations while seeking employment, please e-mail hr@trailking.com with the nature of your request. Employment Opportunities Start your career at Trail King. Multiple locations are hiring TODAY! Take A Look Trail King Merch Get geared up with Trail King apparel and accessories Go Shop Workforce Recruitment Program Get the training and hands-on experience required for your career to hit the ground running. Learn More Apply Today See a full list of open positions at Trail King Industries, and apply online. Go Apply Our Company The mission and values that drive our success and yours. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
22,"Workforce Recruitment Program | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Workforce Recruitment Receive training and reduce your education costs. Check out the resources below to learn more, or get started! Get Started! Our Workforce Recruitment Program is designed to prepare you for a rewarding career with Trail King. Through a scholarship program with Mitchell Technical Institute (MTI) and North Dakota State College of Science (NDSCS), in conjunction with a paid internship while you're going to school, you'll receive training and hands-on experience required for your career in manufacturing. Through this scholarship program, you'll save on your education costs. Trail King also offers a welding training program, taught in-house by our weld professionals. Submit your application by clicking the Apply Today button below. No experience? No problem. Trail King trains welders right on the plant floor! Watch below - a day in the life of a weld training program graduate. Trail King Industries is an Equal Opportunity Employer of Minorities/Women/Individuals with Disabilities/Protected Veterans and does not unlawfully discriminate under federal, state, or local laws. All qualified applicants will receive consideration for employment without regard to race, color religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability or protected veteran status. We are committed to working with and providing reasonable accommodations to individuals with physical and mental disabilities. If you need special assistance or accommodations while seeking employment, please e-mail hr@trailking.com with the nature of your request. Employment Opportunities Start your careet at Trail King. Multiple locations are hiring TODAY! Tell Me More Trail King Merch Get geared up with Trail King apparel and accessories. Go Shop Careers Opportunities are available. Join a winning team in multiple locations. Learn More Apply Today See a full list of open positions at Trail King Industries, and apply online. Go Apply Our Company The mission and values that drive our success and yours. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
23,"Workforce Recruitment Program | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Employment Opportunities Building the future of Trail King. There’s a spot waiting for you. Explore careers below. Current Openings At Trail King, it takes the entire team, from intern to CEO, to be the leading manufacturer of a complete line of trailers. We are looking for driven individuals with a positive attitude from many trades and disciplines. Join the Trail King team to start building your success today! CAREER OPPORTUNITIES Engineering Our engineers share a passion to redefine what’s possible. To turn dreams into reality. To bring world-class innovation to market. Join us and you can design our next generation of trailers. Whether your engineering expertise is manufacturing, design or electrical, we have opportunities for you to learn, grow and contribute. Apply Now! Assembler You have an aptitude and passion for crafting the best. Join us and build the best trailers in the world. You will be involved in the first and final stages of ensuring the products meet customer expectations. And your opportunities to learn and grow will be numerous. This is where you’ll help create something amazing. Apply Now! Internships For your internship, you will be helping to build success. When you join trail King as an intern, you’ll be a real part of a team that’s working every day to meet and exceed goals. Our internships include Engineering, Business, Marketing & Information Technology. Learn More! Welding You have an eye for detail and are skilled at working with your hands. We are willing to train new welders with our welding training program (see video below) and offer many areas for growth. As part of the welding team, you will find your permanent bond with the team members that all work together to build the best trailers in the world. Apply Now! Trail King Industries is an Equal Opportunity Employer of Minorities/Women/Individuals with Disabilities/Protected Veterans and does not unlawfully discriminate under federal, state, or local laws. All qualified applicants will receive consideration for employment without regard to race, color religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability or protected veteran status. We are committed to working with and providing reasonable accommodations to individuals with physical and mental disabilities. If you need special assistance or accommodations while seeking employment, please e-mail hr@trailking.com with the nature of your request. Start your career in Engineering Sales Operations Safety Accounting Assembly at Trail King. Workforce Recruitment Program Get the training and hands-on experience required for your career to hit the ground running. Learn More Trail King Merch Get geared up with Trail King apparel and accessories. Go Shop Careers Opportunities are available. Join a winning team in multiple locations. Learn More Apply Today See a full list of open positions at Trail King Industries, and apply online. Go Apply Our Company The mission and values that drive our success and yours. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
24,"Contact Us | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Contact Us We are here to help. Choose a department from the drop down to get started. Choose Department * HR Refurb/Service Finance Parts Warranty Marketing Government Customer Service First Name * Last Name * Company State * Email * Phone Message * Please include VIN # to assist in your request. How did you hear about us? Clickable Ad Website Call Industry Ad Referral Social Media Trade Show Walk-in Our Corporate Office 300 East Norway Ave., Mitchell, SD 57301 (toll free) 800-843-3324 Business Hours Monday - Friday: 8:00 am - 5:00 pm Sales Inquiries For any sales questions or comments, please contact your District Sales Manager. Use our map to locate. Find A Rep Our Manufacturing Locations 2200 South Ohlman St., Mitchell, SD 57301 2130 3rd Avenue NW, West Fargo, ND 58078 1200 Gehl Drive, Yankton, SD 57078 YouTube @TrailKingMan Monthly customer rig showcases, and product features. Looking to see a Trail King trailer in action? This is the place for you! Subscribe today! Watch Videos Facebook @TrailKingInd A little more variety in our posts here. Company news. Customer reposts. Videos. All things Trail King for customers, dealers, and our team. Follow Us Twitter @TrailKingInd Catch info on upcoming trade shows, local trailer action and success stories! Follow Us Instagram @TrailKingInd We re-follow and re-post customer photos! Our Instagram feed is ALL trailers and badass rigs. Follow Us LinkedIn @TrailKingInd A hub for our #TKteam! Here’s where we celebrate our employees, dealers, and customers! Follow Us Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
25,"Trail King Customer Survey | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Trail King Customer Survey Your participation in this survey is greatly appreciated. Your feedback is invaluable in helping us continue to improve our products and services and to BUILD SUCCESS for all of our customers...especially you. Thank you. Customer Satisfaction Survey Name Email * Consent for storing submitted data * Yes, I give permission to store and process my data Model: * Which Trail King model do you have? Ex: HDG, SA, tagalong Last eight digits of serial # (VIN): * Last 8 of VIN What factors influenced your decision to purchase a Trail King trailer? (check all that apply) * Trailer Features Delivery Time Price Advertising Prefer Trail King brand Recommended to you Other (please specify) What was the primary source for information and pricing prior to your purchase of your Trail King trailer? (check one) TK Dealer TK Salesperson TK Website TK Sales Literature TK Advertising Other How satisfied were you that the trailer information and pricing was delivered to you in a timely way? (Check one.) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisfied (1) How satisfied were you that the trailer information and pricing was presented to you in a knowledgeable and professional manner? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisfied (1) How satisfied were you with the estimated delivery timeframe you were given? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisifed (1) Prior to the start of your trailer’s actual build time, how satisfied were you with your contact with TK sales support personnel? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisfied (1) Was your trailer delivered to you on time? (Check one.) Yes No If you answered “No” above, how late was your trailer delivery? How satisfied were you with the explanation and/or demonstration you received concerning the operation of your trailer? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisfied (1) Was your trailer built according to your submitted specifications? (Check one.) Yes No If you answered “No” above, please explain? When delivered, was your trailer complete and fully functional? (Check one.) Yes No If you answered “No” above, please explain? When your trailer was delivered, how satisfied were you with its visual appearance? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisfied (1) If there were problems with your trailer when you received it, how satisfied were you with the manner in which Trail King addressed these problems? (Check one) Very Satisfied (5) 4 Satisified (3) 2 Dissatisfied (1) How satisfied are you with the Operator/Owner’s Manual for your trailer? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisified (1) Since purchasing your Trail King trailer, have you contacted Trail King for parts, service, or answers to any general “Help” questions? Yes No If you answered “Yes” to the question above, how satisfied were you with how your request was handled? (Check one) Very Satisfied (5) 4 Satisfied (3) 2 Dissatisfied (1) Additional Comments * Please enter any other information you feel important. Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
26,"Finance | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Finance 100% equipment financing competitive rates. Download the Trail King Credit Application below. Get Started FINANCING SOLUTIONS TO MATCH YOUR BUSINESS NEEDS Drawing from our proven industry expertise, TRAIL KING FINANCE offers a full suite of financing structures, including loans, finance leases, and TRAC leases, making it easier than ever to own a Trail King trailer. We also finance trucks and construction or agricultural equipment for our customers. 877-371-0055 kkarcher@trailking.com (Fax) 415-524-4851 866-529-9874 kbruer@trailking.com (M) 612-554-1602 800-963-6619 pwalsh@trailking.com (Fax) 303-841-0722 800-762-5557 rpiotrowski@trailking.com (M) 630-702-0082 800-518-0496 jlittle@trailking.com (M) 303-594-8324 Features 100% equipment financing on most deals. Approval of transactions up to $500,000 with just a completed credit application. Credit decisions usually within 24 hours. Approval on a wide range of credits, from owner-operators to large companies. Details Financing terms from 24 to 84 months. Competitive rates comparable with national leasing and financing companies. No upper credit limit! Minimum financing amount is $10,000. Criteria Completed credit application with satisfactory bank relationship and credit history. D&B, PayNet, or personal credit rating. Start-up companies can be considered with additional information. DOWNLOAD the Credit Application Check out the financing criteria and get started by downloading our Trail King credit application. Download Now! SPEAK with a Trail King Expert Not sure which kind of financing is best for your company? With so many factors to consider, we are here to help you through the process. Contact A Rep! Parts Not sure which kind of financing is best for your company? With so many factors to consider, we are here to help you through the process. Refurb Enhance your trailer’s appearance, extend its useful life, and increase its future resale value. Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
27,"Contact Finance | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Contact Finance First Name * Last Name * Company State * Email * Phone VIN # Model # Model Year How did you hear about us? Call Clickable Ad Industry Ad Referral Social Media Trade Show Walk-in Website Our Corporate Office 300 East Norway Ave., Mitchell, SD 57301 (toll free) 800-843-3324 Business Hours Monday - Friday: 8:00 am - 5:00 pm Sales Inquiries For any sales questions or comments, please contact your District Sales Manager. Use our map to locate. Find A Rep Our Manufacturing Locations 2200 South Ohlman St., Mitchell, SD 57301 2130 3rd Avenue NW, West Fargo, ND 58078 1200 Gehl Drive, Yankton, SD 57078 YouTube @TrailKingMan Monthly customer rig showcases, and product features. Looking to see a Trail King trailer in action? This is the place for you! Subscribe today! Watch Videos Facebook @TrailKingInd A little more variety in our posts here. Company news. Customer reposts. Videos. All things Trail King for customers, dealers, and our team. Follow Us Twitter @TrailKingInd Catch info on upcoming trade shows, local trailer action and success stories! Follow Us Instagram @TrailKingInd We re-follow and re-post customer photos! Our Instagram feed is ALL trailers and badass rigs. Follow Us LinkedIn @TrailKingInd A hub for our #TKteam! Here’s where we celebrate our employees, dealers, and customers! Follow Us Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
28,"Dealer Portal | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Dealer Portal Welcome dealers! Find your resources below! Sign up for our newsletter! Click Sign up! Sign Up! Proquote Login Inventory Login Parts Parts Promos Go Shop YOUR TEAM + OUR TEAM = EXCELLENCE We are proud to have a network of incredible dealers included in our Trail King family. They are an extension of our team and a valuable resource for our customers. Trail King dealers are known for their commitment to excellence in parts and service, as well as product expertise and on-hand inventory. Each and every dealer is dedicated to working with our customers to find the perfect solution for their hauling needs. Together we are building success. In order to sell and service Trail King’s product lines, we need dealers that are knowledgeable and trained. Our goal is to provide all the necessary tools to ensure success. Authorized dealers – click the links above to be directed to the appropriate resource. You will need a login to access these resources. If you are interested in becoming a Trail King dealer, please speak with a District Sales Manager in your area. Click “Find a Rep!” above. YouTube @TrailKingMan Monthly customer rig showcases, and product features. Looking to see a Trail King trailer in action? This is the place for you! Subscribe today! Watch Videos Facebook @TrailKingInd A little more variety in our posts here. Company news. Customer reposts. Videos. All things Trail King for customers, dealers, and our team. Follow Us Twitter @TrailKingInd Catch info on upcoming trade shows, local trailer action and success stories! Follow Us Instagram @TrailKingInd We re-follow and re-post customer photos! Our Instagram feed is ALL trailers and badass rigs. Follow Us LinkedIn @TrailKingInd A hub for our #TKteam! Here’s where we celebrate our employees, dealers, and customers! Follow Us Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
29,"TKCHT Grain Hopper | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal TKCHT Grain Hopper 0 1 2 3 TKCHT Grain Hopper Trail King’s durable Grain Hopper trailer has a composite smooth panel construction. It features an aero-dynamic design for easy pulling and maximum load hauling capabilities - from our 41-51' models. The low maintenance composite design and one-piece molded lower hoppers provide an incredibly fast clean-out that is lighter than ever, allowing you to haul more bushels. Find Your Specialized Solution Call our toll-free number 800-843-3324 Request A Quote Financing Parts Photos Videos Specifications Literature STANDARD EQUIPMENT CHT 4166-96 CHT 4172-02 CHT 5172-96 Trailer Length 41' 41' 51' Overall Width 96"" 102"" 96"" Side Height 66"" 72"" 72"" Weight 8,100 lb. 8,263 lb. 11,080 lb. Cubic Foot Volume 1,380 1,631 1,602 Bushel Capacity (Level) 1,109 1,310 1,287 Bushel Capacity (Heaped) 1,194 1,401 1,382 Hopper Clearance 22½"" 22½"" 22½"" Number of Hopper Doors 2 2 2 King Pin Setting 18"" 18"" 24"" The literature and image assets in this tab are digital assets, best for viewing online. To request print literature or media, please contact your District Sales Manager. PRODUCT LITERATURE Download Information Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
30,"Finance | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Finance 100% equipment financing competitive rates. Download the Trail King Credit Application below. Get Started FINANCING SOLUTIONS TO MATCH YOUR BUSINESS NEEDS Drawing from our proven industry expertise, TRAIL KING FINANCE offers a full suite of financing structures, including loans, finance leases, and TRAC leases, making it easier than ever to own a Trail King trailer. We also finance trucks and construction or agricultural equipment for our customers. 877-371-0055 kkarcher@trailking.com (Fax) 415-524-4851 866-529-9874 kbruer@trailking.com (M) 612-554-1602 800-963-6619 pwalsh@trailking.com (Fax) 303-841-0722 800-762-5557 rpiotrowski@trailking.com (M) 630-702-0082 800-518-0496 jlittle@trailking.com (M) 303-594-8324 Features 100% equipment financing on most deals. Approval of transactions up to $500,000 with just a completed credit application. Credit decisions usually within 24 hours. Approval on a wide range of credits, from owner-operators to large companies. Details Financing terms from 24 to 84 months. Competitive rates comparable with national leasing and financing companies. No upper credit limit! Minimum financing amount is $10,000. Criteria Completed credit application with satisfactory bank relationship and credit history. D&B, PayNet, or personal credit rating. Start-up companies can be considered with additional information. DOWNLOAD the Credit Application Check out the financing criteria and get started by downloading our Trail King credit application. Download Now! SPEAK with a Trail King Expert Not sure which kind of financing is best for your company? With so many factors to consider, we are here to help you through the process. Contact A Rep! Parts Not sure which kind of financing is best for your company? With so many factors to consider, we are here to help you through the process. Refurb Enhance your trailer’s appearance, extend its useful life, and increase its future resale value. Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
